"","County","Date","confirmed_cases_per_day","year","month","week"
"278814","Newton",2023-03-08,0,"2023","3","10"
"278815","Nolan",2023-03-08,0,"2023","3","10"
"278816","Nueces",2023-03-08,15,"2023","3","10"
"278817","Ochiltree",2023-03-08,0,"2023","3","10"
"278818","Oldham",2023-03-08,0,"2023","3","10"
"278819","Orange",2023-03-08,0,"2023","3","10"
"278820","Palo Pinto",2023-03-08,1,"2023","3","10"
"278821","Panola",2023-03-08,0,"2023","3","10"
"278822","Parker",2023-03-08,2,"2023","3","10"
"278823","Parmer",2023-03-08,0,"2023","3","10"
"278824","Pecos",2023-03-08,4,"2023","3","10"
"278825","Polk",2023-03-08,0,"2023","3","10"
"278826","Potter",2023-03-08,6,"2023","3","10"
"278827","Presidio",2023-03-08,1,"2023","3","10"
"278828","Rains",2023-03-08,0,"2023","3","10"
"278829","Randall",2023-03-08,4,"2023","3","10"
"278830","Reagan",2023-03-08,0,"2023","3","10"
"278831","Real",2023-03-08,0,"2023","3","10"
"278832","Red River",2023-03-08,0,"2023","3","10"
"278833","Reeves",2023-03-08,1,"2023","3","10"
"278834","Refugio",2023-03-08,0,"2023","3","10"
"278835","Roberts",2023-03-08,0,"2023","3","10"
"278836","Robertson",2023-03-08,1,"2023","3","10"
"278837","Rockwall",2023-03-08,2,"2023","3","10"
"278838","Runnels",2023-03-08,0,"2023","3","10"
"278839","Rusk",2023-03-08,0,"2023","3","10"
"278840","Sabine",2023-03-08,0,"2023","3","10"
"278841","San Augustine",2023-03-08,1,"2023","3","10"
"278842","San Jacinto",2023-03-08,1,"2023","3","10"
"278843","San Patricio",2023-03-08,1,"2023","3","10"
"278844","San Saba",2023-03-08,0,"2023","3","10"
"278845","Schleicher",2023-03-08,1,"2023","3","10"
"278846","Scurry",2023-03-08,0,"2023","3","10"
"278847","Shackelford",2023-03-08,0,"2023","3","10"
"278848","Shelby",2023-03-08,0,"2023","3","10"
"278849","Sherman",2023-03-08,0,"2023","3","10"
"278850","Smith",2023-03-08,0,"2023","3","10"
"278851","Somervell",2023-03-08,0,"2023","3","10"
"278852","Starr",2023-03-08,8,"2023","3","10"
"278853","Stephens",2023-03-08,1,"2023","3","10"
"278854","Sterling",2023-03-08,0,"2023","3","10"
"278855","Stonewall",2023-03-08,0,"2023","3","10"
"278856","Sutton",2023-03-08,0,"2023","3","10"
"278857","Swisher",2023-03-08,0,"2023","3","10"
"278858","Tarrant",2023-03-08,82,"2023","3","10"
"278859","Taylor",2023-03-08,1,"2023","3","10"
"278860","Terrell",2023-03-08,1,"2023","3","10"
"278861","Terry",2023-03-08,2,"2023","3","10"
"278862","Throckmorton",2023-03-08,0,"2023","3","10"
"278863","Titus",2023-03-08,0,"2023","3","10"
"278864","Tom Green",2023-03-08,12,"2023","3","10"
"278865","Travis",2023-03-08,42,"2023","3","10"
"278866","Trinity",2023-03-08,0,"2023","3","10"
"278867","Tyler",2023-03-08,0,"2023","3","10"
"278868","Upshur",2023-03-08,0,"2023","3","10"
"278869","Upton",2023-03-08,0,"2023","3","10"
"278870","Uvalde",2023-03-08,1,"2023","3","10"
"278871","Val Verde",2023-03-08,2,"2023","3","10"
"278872","Van Zandt",2023-03-08,4,"2023","3","10"
"278873","Victoria",2023-03-08,1,"2023","3","10"
"278874","Walker",2023-03-08,3,"2023","3","10"
"278875","Waller",2023-03-08,0,"2023","3","10"
"278876","Ward",2023-03-08,2,"2023","3","10"
"278877","Washington",2023-03-08,0,"2023","3","10"
"278878","Webb",2023-03-08,5,"2023","3","10"
"278879","Wharton",2023-03-08,0,"2023","3","10"
"278880","Wheeler",2023-03-08,1,"2023","3","10"
"278881","Wichita",2023-03-08,18,"2023","3","10"
"278882","Wilbarger",2023-03-08,1,"2023","3","10"
"278883","Willacy",2023-03-08,1,"2023","3","10"
"278884","Williamson",2023-03-08,22,"2023","3","10"
"278885","Wilson",2023-03-08,1,"2023","3","10"
"278886","Winkler",2023-03-08,0,"2023","3","10"
"278887","Wise",2023-03-08,2,"2023","3","10"
"278888","Wood",2023-03-08,4,"2023","3","10"
"278889","Yoakum",2023-03-08,0,"2023","3","10"
"278890","Young",2023-03-08,2,"2023","3","10"
"278891","Zapata",2023-03-08,0,"2023","3","10"
"278892","Zavala",2023-03-08,0,"2023","3","10"
"278893","Anderson",2023-03-09,0,"2023","3","10"
"278894","Andrews",2023-03-09,0,"2023","3","10"
"278895","Angelina",2023-03-09,1,"2023","3","10"
"278896","Aransas",2023-03-09,0,"2023","3","10"
"278897","Archer",2023-03-09,1,"2023","3","10"
"278898","Armstrong",2023-03-09,0,"2023","3","10"
"278899","Atascosa",2023-03-09,0,"2023","3","10"
"278900","Austin",2023-03-09,1,"2023","3","10"
"278901","Bailey",2023-03-09,0,"2023","3","10"
"278902","Bandera",2023-03-09,2,"2023","3","10"
"278903","Bastrop",2023-03-09,3,"2023","3","10"
"278904","Baylor",2023-03-09,0,"2023","3","10"
"278905","Bee",2023-03-09,1,"2023","3","10"
"278906","Bell",2023-03-09,4,"2023","3","10"
"278907","Bexar",2023-03-09,96,"2023","3","10"
"278908","Blanco",2023-03-09,0,"2023","3","10"
"278909","Borden",2023-03-09,0,"2023","3","10"
"278910","Bosque",2023-03-09,0,"2023","3","10"
"278911","Bowie",2023-03-09,0,"2023","3","10"
"278912","Brazoria",2023-03-09,17,"2023","3","10"
"278913","Brazos",2023-03-09,3,"2023","3","10"
"278914","Brewster",2023-03-09,0,"2023","3","10"
"278915","Briscoe",2023-03-09,0,"2023","3","10"
"278916","Brooks",2023-03-09,0,"2023","3","10"
"278917","Brown",2023-03-09,0,"2023","3","10"
"278918","Burleson",2023-03-09,0,"2023","3","10"
"278919","Burnet",2023-03-09,1,"2023","3","10"
"278920","Caldwell",2023-03-09,1,"2023","3","10"
"278921","Calhoun",2023-03-09,1,"2023","3","10"
"278922","Callahan",2023-03-09,0,"2023","3","10"
"278923","Cameron",2023-03-09,12,"2023","3","10"
"278924","Camp",2023-03-09,1,"2023","3","10"
"278925","Carson",2023-03-09,0,"2023","3","10"
"278926","Cass",2023-03-09,2,"2023","3","10"
"278927","Castro",2023-03-09,0,"2023","3","10"
"278928","Chambers",2023-03-09,2,"2023","3","10"
"278929","Cherokee",2023-03-09,1,"2023","3","10"
"278930","Childress",2023-03-09,0,"2023","3","10"
"278931","Clay",2023-03-09,1,"2023","3","10"
"278932","Cochran",2023-03-09,0,"2023","3","10"
"278933","Coke",2023-03-09,0,"2023","3","10"
"278934","Coleman",2023-03-09,0,"2023","3","10"
"278935","Collin",2023-03-09,41,"2023","3","10"
"278936","Collingsworth",2023-03-09,0,"2023","3","10"
"278937","Colorado",2023-03-09,0,"2023","3","10"
"278938","Comal",2023-03-09,4,"2023","3","10"
"278939","Comanche",2023-03-09,0,"2023","3","10"
"278940","Concho",2023-03-09,0,"2023","3","10"
"278941","Cooke",2023-03-09,1,"2023","3","10"
"278942","Coryell",2023-03-09,1,"2023","3","10"
"278943","Cottle",2023-03-09,0,"2023","3","10"
"278944","Crane",2023-03-09,0,"2023","3","10"
"278945","Crockett",2023-03-09,0,"2023","3","10"
"278946","Crosby",2023-03-09,0,"2023","3","10"
"278947","Culberson",2023-03-09,0,"2023","3","10"
"278948","Dallam",2023-03-09,0,"2023","3","10"
"278949","Dallas",2023-03-09,103,"2023","3","10"
"278950","Dawson",2023-03-09,0,"2023","3","10"
"278951","Deaf Smith",2023-03-09,0,"2023","3","10"
"278952","Delta",2023-03-09,0,"2023","3","10"
"278953","Denton",2023-03-09,26,"2023","3","10"
"278954","DeWitt",2023-03-09,0,"2023","3","10"
"278955","Dickens",2023-03-09,0,"2023","3","10"
"278956","Dimmit",2023-03-09,0,"2023","3","10"
"278957","Donley",2023-03-09,0,"2023","3","10"
"278958","Duval",2023-03-09,0,"2023","3","10"
"278959","Eastland",2023-03-09,0,"2023","3","10"
"278960","Ector",2023-03-09,8,"2023","3","10"
"278961","Edwards",2023-03-09,0,"2023","3","10"
"278962","El Paso",2023-03-09,50,"2023","3","10"
"278963","Ellis",2023-03-09,6,"2023","3","10"
"278964","Erath",2023-03-09,4,"2023","3","10"
"278965","Falls",2023-03-09,0,"2023","3","10"
"278966","Fannin",2023-03-09,0,"2023","3","10"
"278967","Fayette",2023-03-09,0,"2023","3","10"
"278968","Fisher",2023-03-09,1,"2023","3","10"
"278969","Floyd",2023-03-09,0,"2023","3","10"
"278970","Foard",2023-03-09,0,"2023","3","10"
"278971","Fort Bend",2023-03-09,39,"2023","3","10"
"278972","Franklin",2023-03-09,0,"2023","3","10"
"278973","Freestone",2023-03-09,0,"2023","3","10"
"278974","Frio",2023-03-09,1,"2023","3","10"
"278975","Gaines",2023-03-09,0,"2023","3","10"
"278976","Galveston",2023-03-09,22,"2023","3","10"
"278977","Garza",2023-03-09,0,"2023","3","10"
"278978","Gillespie",2023-03-09,0,"2023","3","10"
"278979","Glasscock",2023-03-09,0,"2023","3","10"
"278980","Goliad",2023-03-09,0,"2023","3","10"
"278981","Gonzales",2023-03-09,0,"2023","3","10"
"278982","Gray",2023-03-09,2,"2023","3","10"
"278983","Grayson",2023-03-09,4,"2023","3","10"
"278984","Gregg",2023-03-09,1,"2023","3","10"
"278985","Grimes",2023-03-09,0,"2023","3","10"
"278986","Guadalupe",2023-03-09,5,"2023","3","10"
"278987","Hale",2023-03-09,1,"2023","3","10"
"278988","Hall",2023-03-09,2,"2023","3","10"
"278989","Hamilton",2023-03-09,0,"2023","3","10"
"278990","Hansford",2023-03-09,0,"2023","3","10"
"278991","Hardeman",2023-03-09,0,"2023","3","10"
"278992","Hardin",2023-03-09,1,"2023","3","10"
"278993","Harris",2023-03-09,173,"2023","3","10"
"278994","Harrison",2023-03-09,0,"2023","3","10"
"278995","Hartley",2023-03-09,0,"2023","3","10"
"278996","Haskell",2023-03-09,1,"2023","3","10"
"278997","Hays",2023-03-09,6,"2023","3","10"
"278998","Hemphill",2023-03-09,2,"2023","3","10"
"278999","Henderson",2023-03-09,3,"2023","3","10"
"279000","Hidalgo",2023-03-09,22,"2023","3","10"
"279001","Hill",2023-03-09,2,"2023","3","10"
"279002","Hockley",2023-03-09,0,"2023","3","10"
"279003","Hood",2023-03-09,0,"2023","3","10"
"279004","Hopkins",2023-03-09,2,"2023","3","10"
"279005","Houston",2023-03-09,0,"2023","3","10"
"279006","Howard",2023-03-09,1,"2023","3","10"
"279007","Hudspeth",2023-03-09,0,"2023","3","10"
"279008","Hunt",2023-03-09,2,"2023","3","10"
"279009","Hutchinson",2023-03-09,1,"2023","3","10"
"279010","Irion",2023-03-09,1,"2023","3","10"
"279011","Jack",2023-03-09,0,"2023","3","10"
"279012","Jackson",2023-03-09,1,"2023","3","10"
"279013","Jasper",2023-03-09,1,"2023","3","10"
"279014","Jeff Davis",2023-03-09,0,"2023","3","10"
"279015","Jefferson",2023-03-09,10,"2023","3","10"
"279016","Jim Hogg",2023-03-09,0,"2023","3","10"
"279017","Jim Wells",2023-03-09,2,"2023","3","10"
"279018","Johnson",2023-03-09,11,"2023","3","10"
"279019","Jones",2023-03-09,1,"2023","3","10"
"279020","Karnes",2023-03-09,0,"2023","3","10"
"279021","Kaufman",2023-03-09,5,"2023","3","10"
"279022","Kendall",2023-03-09,0,"2023","3","10"
"279023","Kenedy",2023-03-09,0,"2023","3","10"
"279024","Kent",2023-03-09,0,"2023","3","10"
"279025","Kerr",2023-03-09,4,"2023","3","10"
"279026","Kimble",2023-03-09,0,"2023","3","10"
"279027","King",2023-03-09,0,"2023","3","10"
"279028","Kinney",2023-03-09,0,"2023","3","10"
"279029","Kleberg",2023-03-09,1,"2023","3","10"
"279030","Knox",2023-03-09,0,"2023","3","10"
"279031","La Salle",2023-03-09,0,"2023","3","10"
"279032","Lamar",2023-03-09,2,"2023","3","10"
"279033","Lamb",2023-03-09,0,"2023","3","10"
"279034","Lampasas",2023-03-09,0,"2023","3","10"
"279035","Lavaca",2023-03-09,0,"2023","3","10"
"279036","Lee",2023-03-09,2,"2023","3","10"
"279037","Leon",2023-03-09,0,"2023","3","10"
"279038","Liberty",2023-03-09,2,"2023","3","10"
"279039","Limestone",2023-03-09,5,"2023","3","10"
"279040","Lipscomb",2023-03-09,0,"2023","3","10"
"279041","Live Oak",2023-03-09,0,"2023","3","10"
"279042","Llano",2023-03-09,0,"2023","3","10"
"279043","Loving",2023-03-09,0,"2023","3","10"
"279044","Lubbock",2023-03-09,22,"2023","3","10"
"279045","Lynn",2023-03-09,0,"2023","3","10"
"279046","Madison",2023-03-09,1,"2023","3","10"
"279047","Marion",2023-03-09,0,"2023","3","10"
"279048","Martin",2023-03-09,0,"2023","3","10"
"279049","Mason",2023-03-09,0,"2023","3","10"
"279050","Matagorda",2023-03-09,1,"2023","3","10"
"279051","Maverick",2023-03-09,1,"2023","3","10"
"279052","McCulloch",2023-03-09,3,"2023","3","10"
"279053","McLennan",2023-03-09,0,"2023","3","10"
"279054","McMullen",2023-03-09,0,"2023","3","10"
"279055","Medina",2023-03-09,0,"2023","3","10"
"279056","Menard",2023-03-09,0,"2023","3","10"
"279057","Midland",2023-03-09,16,"2023","3","10"
"279058","Milam",2023-03-09,0,"2023","3","10"
"279059","Mills",2023-03-09,0,"2023","3","10"
"279060","Mitchell",2023-03-09,1,"2023","3","10"
"279061","Montague",2023-03-09,0,"2023","3","10"
"279062","Montgomery",2023-03-09,16,"2023","3","10"
"279063","Moore",2023-03-09,0,"2023","3","10"
"279064","Morris",2023-03-09,0,"2023","3","10"
"279065","Motley",2023-03-09,0,"2023","3","10"
"279066","Nacogdoches",2023-03-09,0,"2023","3","10"
"279067","Navarro",2023-03-09,2,"2023","3","10"
"279068","Newton",2023-03-09,0,"2023","3","10"
"279069","Nolan",2023-03-09,0,"2023","3","10"
"279070","Nueces",2023-03-09,16,"2023","3","10"
"279071","Ochiltree",2023-03-09,0,"2023","3","10"
"279072","Oldham",2023-03-09,0,"2023","3","10"
"279073","Orange",2023-03-09,1,"2023","3","10"
"279074","Palo Pinto",2023-03-09,1,"2023","3","10"
"279075","Panola",2023-03-09,0,"2023","3","10"
"279076","Parker",2023-03-09,5,"2023","3","10"
"279077","Parmer",2023-03-09,0,"2023","3","10"
"279078","Pecos",2023-03-09,0,"2023","3","10"
"279079","Polk",2023-03-09,0,"2023","3","10"
"279080","Potter",2023-03-09,9,"2023","3","10"
"279081","Presidio",2023-03-09,0,"2023","3","10"
"279082","Rains",2023-03-09,0,"2023","3","10"
"279083","Randall",2023-03-09,6,"2023","3","10"
"279084","Reagan",2023-03-09,0,"2023","3","10"
"279085","Real",2023-03-09,0,"2023","3","10"
"279086","Red River",2023-03-09,0,"2023","3","10"
"279087","Reeves",2023-03-09,5,"2023","3","10"
"279088","Refugio",2023-03-09,0,"2023","3","10"
"279089","Roberts",2023-03-09,0,"2023","3","10"
"279090","Robertson",2023-03-09,0,"2023","3","10"
"279091","Rockwall",2023-03-09,3,"2023","3","10"
"279092","Runnels",2023-03-09,0,"2023","3","10"
"279093","Rusk",2023-03-09,1,"2023","3","10"
"279094","Sabine",2023-03-09,1,"2023","3","10"
"279095","San Augustine",2023-03-09,0,"2023","3","10"
"279096","San Jacinto",2023-03-09,1,"2023","3","10"
"279097","San Patricio",2023-03-09,3,"2023","3","10"
"279098","San Saba",2023-03-09,0,"2023","3","10"
"279099","Schleicher",2023-03-09,0,"2023","3","10"
"279100","Scurry",2023-03-09,0,"2023","3","10"
"279101","Shackelford",2023-03-09,0,"2023","3","10"
"279102","Shelby",2023-03-09,0,"2023","3","10"
"279103","Sherman",2023-03-09,0,"2023","3","10"
"279104","Smith",2023-03-09,3,"2023","3","10"
"279105","Somervell",2023-03-09,0,"2023","3","10"
"279106","Starr",2023-03-09,1,"2023","3","10"
"279107","Stephens",2023-03-09,0,"2023","3","10"
"279108","Sterling",2023-03-09,0,"2023","3","10"
"279109","Stonewall",2023-03-09,0,"2023","3","10"
"279110","Sutton",2023-03-09,0,"2023","3","10"
"279111","Swisher",2023-03-09,0,"2023","3","10"
"279112","Tarrant",2023-03-09,164,"2023","3","10"
"279113","Taylor",2023-03-09,1,"2023","3","10"
"279114","Terrell",2023-03-09,0,"2023","3","10"
"279115","Terry",2023-03-09,0,"2023","3","10"
"279116","Throckmorton",2023-03-09,0,"2023","3","10"
"279117","Titus",2023-03-09,1,"2023","3","10"
"279118","Tom Green",2023-03-09,9,"2023","3","10"
"279119","Travis",2023-03-09,55,"2023","3","10"
"279120","Trinity",2023-03-09,3,"2023","3","10"
"279121","Tyler",2023-03-09,0,"2023","3","10"
"279122","Upshur",2023-03-09,0,"2023","3","10"
"279123","Upton",2023-03-09,0,"2023","3","10"
"279124","Uvalde",2023-03-09,0,"2023","3","10"
"279125","Val Verde",2023-03-09,4,"2023","3","10"
"279126","Van Zandt",2023-03-09,0,"2023","3","10"
"279127","Victoria",2023-03-09,3,"2023","3","10"
"279128","Walker",2023-03-09,6,"2023","3","10"
"279129","Waller",2023-03-09,2,"2023","3","10"
"279130","Ward",2023-03-09,3,"2023","3","10"
"279131","Washington",2023-03-09,1,"2023","3","10"
"279132","Webb",2023-03-09,12,"2023","3","10"
"279133","Wharton",2023-03-09,1,"2023","3","10"
"279134","Wheeler",2023-03-09,0,"2023","3","10"
"279135","Wichita",2023-03-09,18,"2023","3","10"
"279136","Wilbarger",2023-03-09,1,"2023","3","10"
"279137","Willacy",2023-03-09,1,"2023","3","10"
"279138","Williamson",2023-03-09,22,"2023","3","10"
"279139","Wilson",2023-03-09,2,"2023","3","10"
"279140","Winkler",2023-03-09,0,"2023","3","10"
"279141","Wise",2023-03-09,5,"2023","3","10"
"279142","Wood",2023-03-09,2,"2023","3","10"
"279143","Yoakum",2023-03-09,0,"2023","3","10"
"279144","Young",2023-03-09,0,"2023","3","10"
"279145","Zapata",2023-03-09,0,"2023","3","10"
"279146","Zavala",2023-03-09,0,"2023","3","10"
"279147","Anderson",2023-03-10,0,"2023","3","10"
"279148","Andrews",2023-03-10,0,"2023","3","10"
"279149","Angelina",2023-03-10,1,"2023","3","10"
"279150","Aransas",2023-03-10,1,"2023","3","10"
"279151","Archer",2023-03-10,2,"2023","3","10"
"279152","Armstrong",2023-03-10,0,"2023","3","10"
"279153","Atascosa",2023-03-10,1,"2023","3","10"
"279154","Austin",2023-03-10,0,"2023","3","10"
"279155","Bailey",2023-03-10,0,"2023","3","10"
"279156","Bandera",2023-03-10,1,"2023","3","10"
"279157","Bastrop",2023-03-10,3,"2023","3","10"
"279158","Baylor",2023-03-10,0,"2023","3","10"
"279159","Bee",2023-03-10,0,"2023","3","10"
"279160","Bell",2023-03-10,8,"2023","3","10"
"279161","Bexar",2023-03-10,68,"2023","3","10"
"279162","Blanco",2023-03-10,0,"2023","3","10"
"279163","Borden",2023-03-10,0,"2023","3","10"
"279164","Bosque",2023-03-10,0,"2023","3","10"
"279165","Bowie",2023-03-10,3,"2023","3","10"
"279166","Brazoria",2023-03-10,17,"2023","3","10"
"279167","Brazos",2023-03-10,12,"2023","3","10"
"279168","Brewster",2023-03-10,1,"2023","3","10"
"279169","Briscoe",2023-03-10,0,"2023","3","10"
"279170","Brooks",2023-03-10,0,"2023","3","10"
"279171","Brown",2023-03-10,0,"2023","3","10"
"279172","Burleson",2023-03-10,1,"2023","3","10"
"279173","Burnet",2023-03-10,2,"2023","3","10"
"279174","Caldwell",2023-03-10,2,"2023","3","10"
"279175","Calhoun",2023-03-10,1,"2023","3","10"
"279176","Callahan",2023-03-10,0,"2023","3","10"
"279177","Cameron",2023-03-10,12,"2023","3","10"
"279178","Camp",2023-03-10,1,"2023","3","10"
"279179","Carson",2023-03-10,1,"2023","3","10"
"279180","Cass",2023-03-10,3,"2023","3","10"
"279181","Castro",2023-03-10,0,"2023","3","10"
"279182","Chambers",2023-03-10,2,"2023","3","10"
"279183","Cherokee",2023-03-10,0,"2023","3","10"
"279184","Childress",2023-03-10,2,"2023","3","10"
"279185","Clay",2023-03-10,0,"2023","3","10"
"279186","Cochran",2023-03-10,0,"2023","3","10"
"279187","Coke",2023-03-10,0,"2023","3","10"
"279188","Coleman",2023-03-10,0,"2023","3","10"
"279189","Collin",2023-03-10,36,"2023","3","10"
"279190","Collingsworth",2023-03-10,0,"2023","3","10"
"279191","Colorado",2023-03-10,0,"2023","3","10"
"279192","Comal",2023-03-10,5,"2023","3","10"
"279193","Comanche",2023-03-10,0,"2023","3","10"
"279194","Concho",2023-03-10,0,"2023","3","10"
"279195","Cooke",2023-03-10,0,"2023","3","10"
"279196","Coryell",2023-03-10,2,"2023","3","10"
"279197","Cottle",2023-03-10,0,"2023","3","10"
"279198","Crane",2023-03-10,0,"2023","3","10"
"279199","Crockett",2023-03-10,0,"2023","3","10"
"279200","Crosby",2023-03-10,1,"2023","3","10"
"279201","Culberson",2023-03-10,0,"2023","3","10"
"279202","Dallam",2023-03-10,0,"2023","3","10"
"279203","Dallas",2023-03-10,71,"2023","3","10"
"279204","Dawson",2023-03-10,0,"2023","3","10"
"279205","Deaf Smith",2023-03-10,0,"2023","3","10"
"279206","Delta",2023-03-10,1,"2023","3","10"
"279207","Denton",2023-03-10,26,"2023","3","10"
"279208","DeWitt",2023-03-10,0,"2023","3","10"
"279209","Dickens",2023-03-10,0,"2023","3","10"
"279210","Dimmit",2023-03-10,0,"2023","3","10"
"279211","Donley",2023-03-10,0,"2023","3","10"
"279212","Duval",2023-03-10,1,"2023","3","10"
"279213","Eastland",2023-03-10,1,"2023","3","10"
"279214","Ector",2023-03-10,7,"2023","3","10"
"279215","Edwards",2023-03-10,0,"2023","3","10"
"279216","El Paso",2023-03-10,20,"2023","3","10"
"279217","Ellis",2023-03-10,7,"2023","3","10"
"279218","Erath",2023-03-10,3,"2023","3","10"
"279219","Falls",2023-03-10,0,"2023","3","10"
"279220","Fannin",2023-03-10,0,"2023","3","10"
"279221","Fayette",2023-03-10,0,"2023","3","10"
"279222","Fisher",2023-03-10,0,"2023","3","10"
"279223","Floyd",2023-03-10,1,"2023","3","10"
"279224","Foard",2023-03-10,0,"2023","3","10"
"279225","Fort Bend",2023-03-10,37,"2023","3","10"
"279226","Franklin",2023-03-10,0,"2023","3","10"
"279227","Freestone",2023-03-10,0,"2023","3","10"
"279228","Frio",2023-03-10,0,"2023","3","10"
"279229","Gaines",2023-03-10,0,"2023","3","10"
"279230","Galveston",2023-03-10,18,"2023","3","10"
"279231","Garza",2023-03-10,0,"2023","3","10"
"279232","Gillespie",2023-03-10,0,"2023","3","10"
"279233","Glasscock",2023-03-10,0,"2023","3","10"
"279234","Goliad",2023-03-10,0,"2023","3","10"
"279235","Gonzales",2023-03-10,2,"2023","3","10"
"279236","Gray",2023-03-10,0,"2023","3","10"
"279237","Grayson",2023-03-10,3,"2023","3","10"
"279238","Gregg",2023-03-10,0,"2023","3","10"
"279239","Grimes",2023-03-10,0,"2023","3","10"
"279240","Guadalupe",2023-03-10,2,"2023","3","10"
"279241","Hale",2023-03-10,2,"2023","3","10"
"279242","Hall",2023-03-10,0,"2023","3","10"
"279243","Hamilton",2023-03-10,0,"2023","3","10"
"279244","Hansford",2023-03-10,0,"2023","3","10"
"279245","Hardeman",2023-03-10,0,"2023","3","10"
"279246","Hardin",2023-03-10,0,"2023","3","10"
"279247","Harris",2023-03-10,132,"2023","3","10"
"279248","Harrison",2023-03-10,2,"2023","3","10"
"279249","Hartley",2023-03-10,0,"2023","3","10"
"279250","Haskell",2023-03-10,0,"2023","3","10"
"279251","Hays",2023-03-10,5,"2023","3","10"
"279252","Hemphill",2023-03-10,1,"2023","3","10"
"279253","Henderson",2023-03-10,2,"2023","3","10"
"279254","Hidalgo",2023-03-10,15,"2023","3","10"
"279255","Hill",2023-03-10,2,"2023","3","10"
"279256","Hockley",2023-03-10,2,"2023","3","10"
"279257","Hood",2023-03-10,1,"2023","3","10"
"279258","Hopkins",2023-03-10,4,"2023","3","10"
"279259","Houston",2023-03-10,0,"2023","3","10"
"279260","Howard",2023-03-10,3,"2023","3","10"
"279261","Hudspeth",2023-03-10,1,"2023","3","10"
"279262","Hunt",2023-03-10,0,"2023","3","10"
"279263","Hutchinson",2023-03-10,0,"2023","3","10"
"279264","Irion",2023-03-10,0,"2023","3","10"
"279265","Jack",2023-03-10,0,"2023","3","10"
"279266","Jackson",2023-03-10,0,"2023","3","10"
"279267","Jasper",2023-03-10,0,"2023","3","10"
"279268","Jeff Davis",2023-03-10,0,"2023","3","10"
"279269","Jefferson",2023-03-10,12,"2023","3","10"
"279270","Jim Hogg",2023-03-10,0,"2023","3","10"
"279271","Jim Wells",2023-03-10,4,"2023","3","10"
"279272","Johnson",2023-03-10,6,"2023","3","10"
"279273","Jones",2023-03-10,1,"2023","3","10"
"279274","Karnes",2023-03-10,0,"2023","3","10"
"279275","Kaufman",2023-03-10,4,"2023","3","10"
"279276","Kendall",2023-03-10,0,"2023","3","10"
"279277","Kenedy",2023-03-10,1,"2023","3","10"
"279278","Kent",2023-03-10,0,"2023","3","10"
"279279","Kerr",2023-03-10,1,"2023","3","10"
"279280","Kimble",2023-03-10,0,"2023","3","10"
"279281","King",2023-03-10,0,"2023","3","10"
"279282","Kinney",2023-03-10,0,"2023","3","10"
"279283","Kleberg",2023-03-10,2,"2023","3","10"
"279284","Knox",2023-03-10,0,"2023","3","10"
"279285","La Salle",2023-03-10,0,"2023","3","10"
"279286","Lamar",2023-03-10,3,"2023","3","10"
"279287","Lamb",2023-03-10,1,"2023","3","10"
"279288","Lampasas",2023-03-10,1,"2023","3","10"
"279289","Lavaca",2023-03-10,0,"2023","3","10"
"279290","Lee",2023-03-10,0,"2023","3","10"
"279291","Leon",2023-03-10,0,"2023","3","10"
"279292","Liberty",2023-03-10,1,"2023","3","10"
"279293","Limestone",2023-03-10,2,"2023","3","10"
"279294","Lipscomb",2023-03-10,0,"2023","3","10"
"279295","Live Oak",2023-03-10,0,"2023","3","10"
"279296","Llano",2023-03-10,0,"2023","3","10"
"279297","Loving",2023-03-10,0,"2023","3","10"
"279298","Lubbock",2023-03-10,14,"2023","3","10"
"279299","Lynn",2023-03-10,0,"2023","3","10"
"279300","Madison",2023-03-10,0,"2023","3","10"
"279301","Marion",2023-03-10,0,"2023","3","10"
"279302","Martin",2023-03-10,0,"2023","3","10"
"279303","Mason",2023-03-10,0,"2023","3","10"
"279304","Matagorda",2023-03-10,1,"2023","3","10"
"279305","Maverick",2023-03-10,1,"2023","3","10"
"279306","McCulloch",2023-03-10,1,"2023","3","10"
"279307","McLennan",2023-03-10,4,"2023","3","10"
"279308","McMullen",2023-03-10,0,"2023","3","10"
"279309","Medina",2023-03-10,1,"2023","3","10"
"279310","Menard",2023-03-10,0,"2023","3","10"
"279311","Midland",2023-03-10,4,"2023","3","10"
"279312","Milam",2023-03-10,0,"2023","3","10"
"279313","Mills",2023-03-10,0,"2023","3","10"
"279314","Mitchell",2023-03-10,0,"2023","3","10"
"279315","Montague",2023-03-10,4,"2023","3","10"
"279316","Montgomery",2023-03-10,12,"2023","3","10"
"279317","Moore",2023-03-10,2,"2023","3","10"
"279318","Morris",2023-03-10,0,"2023","3","10"
"279319","Motley",2023-03-10,0,"2023","3","10"
"279320","Nacogdoches",2023-03-10,3,"2023","3","10"
"279321","Navarro",2023-03-10,1,"2023","3","10"
"279322","Newton",2023-03-10,0,"2023","3","10"
"279323","Nolan",2023-03-10,2,"2023","3","10"
"279324","Nueces",2023-03-10,14,"2023","3","10"
"279325","Ochiltree",2023-03-10,0,"2023","3","10"
"279326","Oldham",2023-03-10,0,"2023","3","10"
"279327","Orange",2023-03-10,1,"2023","3","10"
"279328","Palo Pinto",2023-03-10,1,"2023","3","10"
"279329","Panola",2023-03-10,0,"2023","3","10"
"279330","Parker",2023-03-10,4,"2023","3","10"
